time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,programme,breakdown,group_name,total_ects_count,cumulative_ects,count_swfc_ects,breakdown_percent_ect,breakdown_percent_swfc_ect,programme_percent_ect,programme_percent_swfc_ect
202324,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,School-led,Overall,Overall,11,30,11,1,1.4,1.9,2.2
202425,Academic year,Local authority,England,E92000001,,,Essex,881,E10000012,School-led,Overall,Overall,20,50,18,2.1,2.4,3.8,4.1
202122,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,School-led,Overall,Overall,4,4,4,0.4,0.4,4.5,5.1
202223,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Southend-on-Sea,882,E06000033,School-led,Overall,Overall,4,13,4,0.4,0.5,5.6,7.4
202122,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Thurrock,883,E06000034,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,School-led,Overall,Overall,5,6,5,0.5,0.6,7.4,8.8
202425,Academic year,Local authority,England,E92000001,,,"Herefordshire, County of",884,E06000019,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,School-led,Overall,Overall,6,6,6,0.5,0.6,2.5,3
202223,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,School-led,Overall,Overall,10,16,7,0.8,0.7,4.1,3.4
202324,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,School-led,Overall,Overall,15,31,12,1.4,1.5,6.2,6.8
202425,Academic year,Local authority,England,E92000001,,,Worcestershire,885,E10000034,School-led,Overall,Overall,8,39,6,0.8,0.8,3.8,3.7
202122,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,School-led,Overall,Overall,84,84,79,7.5,7.5,9.8,10.4
202223,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,School-led,Overall,Overall,85,169,74,7.1,7.3,10.7,10.7
202324,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,School-led,Overall,Overall,71,240,34,6.5,4.2,9.5,5.7
202425,Academic year,Local authority,England,E92000001,,,Kent,886,E10000016,School-led,Overall,Overall,63,303,30,6.6,3.9,10.1,6.6
202122,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Medway,887,E06000035,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,School-led,Overall,Overall,17,17,17,1.5,1.6,3.8,4.6
202223,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,School-led,Overall,Overall,28,45,20,2.4,2,6.2,5.5
202324,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,School-led,Overall,Overall,17,62,16,1.6,2,4.3,5.6
202425,Academic year,Local authority,England,E92000001,,,Lancashire,888,E10000017,School-led,Overall,Overall,11,73,6,1.1,0.8,2.9,2.4
202122,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,School-led,Overall,Overall,8,8,4,0.7,0.4,10.7,6.6
202324,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Blackpool,890,E06000009,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,School-led,Overall,Overall,19,19,19,1.7,1.8,4.8,5.4
202223,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,School-led,Overall,Overall,16,35,8,1.3,0.8,4,2.4
202324,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,School-led,Overall,Overall,20,55,c,1.8,c,5.5,c
202425,Academic year,Local authority,England,E92000001,,,Nottinghamshire,891,E10000024,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Nottingham,892,E06000018,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Shropshire,893,E06000051,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Telford and Wrekin,894,E06000020,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,School-led,Overall,Overall,8,8,8,0.7,0.8,5.4,7
202223,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,School-led,Overall,Overall,7,15,6,0.6,0.6,4.2,5.1
202324,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,School-led,Overall,Overall,13,28,4,1.2,0.5,7.5,3
202425,Academic year,Local authority,England,E92000001,,,Cheshire East,895,E06000049,School-led,Overall,Overall,6,34,4,0.6,0.5,4.5,4.5
202122,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,School-led,Overall,Overall,4,4,c,0.4,c,3.1,c
202223,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,School-led,Overall,Overall,5,9,4,0.4,0.4,3.6,3.7
202324,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Cheshire West and Chester,896,E06000050,School-led,Overall,Overall,8,19,6,0.8,0.8,8.9,10.2
202122,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Cornwall,908,E06000052,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,School-led,Overall,Overall,9,9,8,0.8,0.8,3,3.1
202223,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,School-led,Overall,Overall,14,23,11,1.2,1.1,5.2,4.8
202324,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,School-led,Overall,Overall,21,44,15,1.9,1.9,8.7,8.1
202425,Academic year,Local authority,England,E92000001,,,Gloucestershire,916,E10000013,School-led,Overall,Overall,14,58,10,1.5,1.3,6.2,5.8
202122,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,School-led,Overall,Overall,55,55,49,4.9,4.7,8.8,8.6
202223,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,School-led,Overall,Overall,37,92,33,3.1,3.3,5.9,5.9
202324,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,School-led,Overall,Overall,33,125,24,3,3,6.7,5.5
202425,Academic year,Local authority,England,E92000001,,,Hertfordshire,919,E10000015,School-led,Overall,Overall,39,164,27,4.1,3.6,7.9,6.7
202122,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Lincolnshire,925,E10000019,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,School-led,Overall,Overall,13,13,12,1.2,1.1,3.5,3.6
202223,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,School-led,Overall,Overall,11,24,9,0.9,0.9,3.2,3.1
202324,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,School-led,Overall,Overall,17,41,15,1.6,1.9,5.1,5.2
202425,Academic year,Local authority,England,E92000001,,,Norfolk,926,E10000020,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Northumberland,929,E06000057,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,School-led,Overall,Overall,5,5,5,0.4,0.5,2.3,2.6
202223,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Somerset,933,E06000066,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,School-led,Overall,Overall,6,10,6,0.6,0.7,2.4,2.8
202425,Academic year,Local authority,England,E92000001,,,Suffolk,935,E10000029,School-led,Overall,Overall,4,14,c,0.4,c,1.6,c
202122,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,School-led,Overall,Overall,8,10,5,0.7,0.5,1.3,0.9
202324,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,School-led,Overall,Overall,4,14,c,0.4,c,0.8,c
202425,Academic year,Local authority,England,E92000001,,,Surrey,936,E10000030,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,School-led,Overall,Overall,11,11,10,1,1,4.1,4.3
202223,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,School-led,Overall,Overall,7,20,c,0.6,c,3.2,c
202425,Academic year,Local authority,England,E92000001,,,Warwickshire,937,E10000031,School-led,Overall,Overall,9,29,7,0.9,0.9,4.2,4.2
202122,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,School-led,Overall,Overall,15,15,15,1.3,1.4,3.9,4.3
202223,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,School-led,Overall,Overall,13,28,13,1.1,1.3,3.5,4.1
202324,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,School-led,Overall,Overall,15,43,14,1.4,1.7,4.4,5
202425,Academic year,Local authority,England,E92000001,,,West Sussex,938,E10000032,School-led,Overall,Overall,16,59,15,1.7,2,5,5.8
202122,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,School-led,Overall,Overall,5,5,5,0.4,0.5,2.6,2.8
202223,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,School-led,Overall,Overall,12,17,7,1,0.7,6.8,4.4
202324,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,North Northamptonshire,940,E06000061,School-led,Overall,Overall,6,26,c,0.6,c,4.1,c
202122,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,School-led,Overall,Overall,4,4,4,0.4,0.4,1.8,1.9
202223,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,School-led,Overall,Overall,8,12,7,0.7,0.7,3.9,3.9
202324,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,School-led,Overall,Overall,6,18,c,0.6,c,3.1,c
202425,Academic year,Local authority,England,E92000001,,,West Northamptonshire,941,E06000062,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,School-led,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,School-led,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,School-led,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Cumberland,942,E06000063,School-led,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Camden,202,E09000007,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Greenwich,203,E09000011,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Provider-led pending confirmation,Overall,Overall,4,5,c,1,c,2.8,c
202324,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Hackney,204,E09000012,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Hammersmith and Fulham,205,E09000013,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Provider-led pending confirmation,Overall,Overall,4,4,4,1,1.3,3.9,4.2
202324,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Islington,206,E09000019,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Provider-led pending confirmation,Overall,Overall,7,7,7,2.4,3.2,4.7,5.3
202223,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Provider-led pending confirmation,Overall,Overall,7,17,4,2.4,3,6.1,4.6
202122,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Provider-led pending confirmation,Overall,Overall,4,6,4,1,1.3,3,3.4
202324,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Provider-led pending confirmation,Overall,Overall,7,10,6,1.7,1.9,3.1,3
202324,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Provider-led pending confirmation,Overall,Overall,6,8,4,2,3,3.9,3.2
202122,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Provider-led pending confirmation,Overall,Overall,5,5,c,1.7,c,3.1,c
202223,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Provider-led pending confirmation,Overall,Overall,8,13,c,2.7,c,3.6,c
202122,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Provider-led pending confirmation,Overall,Overall,4,10,c,1.4,c,3.4,c
202122,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Provider-led pending confirmation,Overall,Overall,5,5,4,1.7,1.8,2.3,2.3
202223,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Provider-led pending confirmation,Overall,Overall,5,10,4,1.2,1.3,2.4,2.3
202324,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Provider-led pending confirmation,Overall,Overall,6,8,c,1.5,c,2.9,c
202324,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Provider-led pending confirmation,Overall,Overall,5,15,c,1.7,c,3.6,c
202122,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Provider-led pending confirmation,Overall,Overall,6,12,6,2,4.5,3.2,3.9
202122,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202425,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202122,Academic year,Local authority,England,E92000001,,,Havering,311,E09000016,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202223,Academic year,Local authority,England,E92000001,,,Havering,311,E09000016,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
202324,Academic year,Local authority,England,E92000001,,,Havering,311,E09000016,Provider-led pending confirmation,Overall,Overall,c,c,c,c,c,c,c
